Species,Year,Drift,Drift%,ESSN,ESSN%,WSSN,WSSN%,NSN,NSN%,Total,Reference,Link,Page
Chum,1968,1002900,90.5,1563,0.1,44986,4.1,58454,5.3,1107903,Shields and Dupuis 2119,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1969,238497,89.1,399,0.1,16954,6.3,11836,4.4,267686,Shields and Dupuis 2120,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1970,678448,90.4,1228,0.2,48591,6.5,22507,3,750774,Shields and Dupuis 2121,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1971,274567,84.8,128,0,32647,10.1,16603,5.1,323945,Shields and Dupuis 2122,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1972,564726,90.2,1727,0.3,40179,6.4,19782,3.2,626414,Shields and Dupuis 2123,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1973,605738,90.7,1965,0.3,29019,4.3,30851,4.6,667573,Shields and Dupuis 2124,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1974,344496,86.8,506,0.1,15346,3.9,36492,9.2,396840,Shields and Dupuis 2125,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1975,886474,93.2,980,0.1,33347,3.5,30787,3.2,951588,Shields and Dupuis 2126,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1976,405769,86.5,1484,0.3,47882,10.2,14045,3,469180,Shields and Dupuis 2127,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1977,1153454,93.5,1413,0.1,54708,4.4,23861,1.9,1233436,Shields and Dupuis 2128,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1978,489119,85.5,4563,0.8,40946,7.2,37151,6.5,571779,Shields and Dupuis 2129,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1979,609239,93.8,867,0.1,30342,4.7,9310,1.4,649758,Shields and Dupuis 2130,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1980,339970,87.7,2147,0.6,28970,7.5,16728,4.3,387815,Shields and Dupuis 2131,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1981,756922,91,2386,0.3,26461,3.2,46208,5.6,831977,Shields and Dupuis 2132,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1982,1348510,94.1,4777,0.3,36647,2.6,43006,3,1432940,Shields and Dupuis 2133,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1983,1044636,93.7,2822,0.3,38079,3.4,29321,2.6,1114858,Shields and Dupuis 2134,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1984,568097,83.5,3695,0.5,34207,5,74727,11,680726,Shields and Dupuis 2135,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1985,700848,90.7,4133,0.5,31746,4.1,36122,4.7,772849,Shields and Dupuis 2136,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1986,1012669,89.2,7030,0.6,39078,3.4,76040,6.7,1134817,Shields and Dupuis 2137,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1987,211745,60.7,16733,4.8,53558,15.3,66901,19.2,348937,Shields and Dupuis 2138,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1988,582699,82,11763,1.7,40425,5.7,75728,10.7,710615,Shields and Dupuis 2139,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1989,72,0.1,12326,10.1,27705,22.7,81948,67.1,122051,Shields and Dupuis 2140,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1990,289521,82.4,4611,1.3,21355,6.1,35710,10.2,351197,Shields and Dupuis 2141,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1991,215476,76.9,2387,0.9,22974,8.2,39393,14.1,280230,Shields and Dupuis 2142,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1992,232955,84.9,2867,1,13180,4.8,25301,9.2,274303,Shields and Dupuis 2143,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,162
Chum,1993,88826,72.4,2977,2.4,5566,4.5,25401,20.7,122770,Shields and Dupuis 2144,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,1994,249748,82.4,2927,1,10443,3.4,40059,13.2,303177,Shields and Dupuis 2145,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,1995,468224,88.4,3711,0.7,13826,2.6,43667,8.2,529428,Shields and Dupuis 2146,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,1996,140987,90.1,1448,0.9,2314,1.5,11771,7.5,156520,Shields and Dupuis 2147,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,1997,92163,89.4,1222,1.2,1770,1.7,7881,7.6,103036,Shields and Dupuis 2148,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,1998,88080,92,688,0.7,2953,3.1,3983,4.2,95704,Shields and Dupuis 2149,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,1999,166612,95.5,373,0.2,3567,2,4002,2.3,174554,Shields and Dupuis 2150,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2000,118074,92.9,325,0.3,4386,3.5,4284,3.4,127069,Shields and Dupuis 2151,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2001,75599,89.5,248,0.3,6445,7.6,2202,2.6,84494,Shields and Dupuis 2152,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2002,224587,94.4,1790,0.8,6671,2.8,4901,2.1,237949,Shields and Dupuis 2153,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2003,106468,88.2,1933,1.6,7883,6.5,4483,3.7,120767,Shields and Dupuis 2154,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2004,137041,93.8,2019,1.4,4957,3.4,2148,1.5,146165,Shields and Dupuis 2155,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2005,65671,94.2,710,1,2632,3.8,727,1,69740,Shields and Dupuis 2156,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2006,59965,93.6,347,0.5,3241,5.1,480,0.7,64033,Shields and Dupuis 2157,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2007,74836,96.9,521,0.7,1275,1.7,608,0.8,77240,Shields and Dupuis 2158,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2008,46010,91.4,433,0.9,2243,4.5,1629,3.2,50315,Shields and Dupuis 2159,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2009,77073,93.1,319,0.4,2339,2.8,3080,3.7,82811,Shields and Dupuis 2160,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2010,216977,94.8,3035,1.3,4947,2.2,3904,1.7,228863,Shields and Dupuis 2161,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2011,111082,85.8,1612,1.2,9995,7.7,6718,5.2,129407,Shields and Dupuis 2162,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2012,264513,98.1,49,0,2872,1.1,2299,0.9,269733,Shields and Dupuis 2163,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2013,132172,94.8,102,0.1,4854,3.5,2237,1.6,139365,Shields and Dupuis 2164,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2014,108345,93.3,548,0.5,4828,4.2,2406,2.1,116127,Shields and Dupuis 2165,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Chum,2015,252331,91.4,2248,0.8,15312,5.5,6069,2.2,275960,Shields and Dupuis 2166,http://www.adfg.alaska.gov/FedAidPDFs/FMR16-14.pdf,163
Other,1966,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1967,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1968,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1969,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1970,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1971,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1972,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1973,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1974,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1975,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1976,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1977,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1978,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1979,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1980,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1981,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1982,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1983,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1984,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1985,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1986,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1987,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1988,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1989,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1990,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1991,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1992,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1993,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1994,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1995,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1996,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1997,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1998,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,1999,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2000,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2001,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2002,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2003,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2004,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2005,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2006,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2007,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2008,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2009,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2010,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2011,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2012,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2013,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2014,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
Other,2015,0,0,0,0,0,0,0,0,0,"Added ""other"" to table for plotting purposes (not in ADFG report)",,
